,Credit_amount,Employment,Age,Housing,Existing_credits,Job,Own_telephone,Foreign_worker,Class
813,3051.0,1<=X<4,54.0,own,1,skilled,none,yes,0
814,3931.0,4<=X<7,46.0,for free,1,skilled,none,yes,0
815,7432.0,1<=X<4,54.0,rent,1,skilled,none,yes,1
816,1338.0,1<=X<4,62.0,own,1,skilled,none,yes,1
817,1554.0,4<=X<7,24.0,rent,2,skilled,yes,yes,1
818,15857.0,unemployed,43.0,own,1,high qualif/self emp/mgmt,none,yes,1
819,1345.0,1<=X<4,26.0,own,1,skilled,none,yes,0
820,1101.0,1<=X<4,27.0,own,2,skilled,yes,yes,1
821,3016.0,1<=X<4,24.0,own,1,skilled,none,yes,1
822,2712.0,>=7,41.0,own,1,skilled,none,yes,0
823,731.0,>=7,47.0,own,2,unskilled resident,none,yes,1
824,3780.0,<1,35.0,own,2,high qualif/self emp/mgmt,yes,yes,1
825,1602.0,>=7,30.0,own,2,skilled,yes,yes,1
826,3966.0,>=7,33.0,rent,3,skilled,yes,yes,0
827,4165.0,1<=X<4,36.0,own,2,skilled,none,yes,0
828,8335.0,>=7,47.0,for free,1,skilled,none,yes,0
829,6681.0,1<=X<4,38.0,for free,1,skilled,yes,yes,1
830,2375.0,1<=X<4,44.0,own,2,skilled,yes,yes,1
831,1216.0,<1,23.0,rent,1,skilled,yes,yes,0
832,11816.0,>=7,29.0,rent,2,skilled,none,yes,0
833,5084.0,>=7,42.0,own,1,skilled,yes,yes,1
834,2327.0,<1,25.0,own,1,unskilled resident,none,yes,0
835,1082.0,1<=X<4,48.0,own,2,skilled,none,yes,0
836,886.0,1<=X<4,21.0,own,1,skilled,none,yes,1
837,601.0,<1,23.0,rent,1,unskilled resident,none,yes,1
838,2957.0,>=7,63.0,own,2,skilled,yes,yes,1
839,2611.0,>=7,46.0,own,2,skilled,none,yes,1
840,5179.0,4<=X<7,29.0,own,1,skilled,none,yes,0
841,2993.0,1<=X<4,28.0,own,2,unskilled resident,none,yes,1
842,1943.0,<1,23.0,own,1,skilled,none,yes,0
843,1559.0,4<=X<7,50.0,own,1,skilled,yes,yes,1
844,3422.0,>=7,47.0,own,3,skilled,yes,yes,1
845,3976.0,4<=X<7,35.0,own,1,skilled,yes,yes,1
846,6761.0,1<=X<4,68.0,rent,2,skilled,none,yes,0
847,1249.0,<1,28.0,own,1,skilled,none,yes,1
848,1364.0,4<=X<7,59.0,own,1,skilled,none,yes,1
849,709.0,>=7,57.0,own,1,unskilled resident,none,yes,0
850,2235.0,1<=X<4,33.0,rent,2,skilled,none,no,0
851,4042.0,4<=X<7,43.0,own,2,skilled,yes,yes,1
852,1471.0,1<=X<4,35.0,for free,2,skilled,yes,yes,1
853,1442.0,4<=X<7,32.0,for free,2,unskilled resident,none,yes,0
854,10875.0,>=7,45.0,own,2,skilled,yes,yes,1
855,1474.0,<1,33.0,own,1,skilled,yes,yes,1
856,894.0,4<=X<7,40.0,own,1,skilled,yes,yes,1
857,3343.0,1<=X<4,28.0,for free,1,skilled,yes,yes,1
858,3959.0,1<=X<4,29.0,own,1,skilled,yes,yes,0
859,3577.0,1<=X<4,26.0,rent,1,skilled,none,no,1
860,5804.0,1<=X<4,27.0,own,2,skilled,none,yes,1
861,2169.0,1<=X<4,28.0,own,1,skilled,yes,yes,0
862,2439.0,<1,35.0,own,1,skilled,yes,yes,0
863,4526.0,<1,32.0,own,2,unskilled resident,yes,yes,1
864,2210.0,1<=X<4,25.0,rent,1,unskilled resident,none,yes,0
865,2221.0,1<=X<4,20.0,rent,1,skilled,none,yes,1
866,2389.0,<1,27.0,own,1,skilled,none,yes,1
867,3331.0,>=7,42.0,own,1,skilled,none,yes,1
868,7409.0,>=7,37.0,own,2,skilled,none,yes,1
869,652.0,>=7,24.0,rent,1,skilled,none,yes,1
870,7678.0,4<=X<7,40.0,own,2,skilled,yes,yes,1
871,1343.0,>=7,46.0,own,2,skilled,none,no,1
872,1382.0,4<=X<7,26.0,own,2,skilled,yes,yes,1
873,874.0,<1,24.0,own,1,skilled,none,yes,1
874,3590.0,1<=X<4,29.0,own,1,unskilled resident,none,yes,1
875,1322.0,1<=X<4,40.0,own,2,skilled,none,yes,1
876,1940.0,<1,36.0,for free,1,high qualif/self emp/mgmt,yes,yes,1
877,3595.0,>=7,28.0,own,1,skilled,none,yes,1
878,1422.0,<1,27.0,for free,1,high qualif/self emp/mgmt,yes,yes,0
879,6742.0,4<=X<7,36.0,own,2,skilled,none,yes,1
880,7814.0,4<=X<7,38.0,own,1,high qualif/self emp/mgmt,yes,yes,1
881,9277.0,1<=X<4,48.0,for free,1,skilled,yes,yes,1
882,2181.0,>=7,36.0,own,2,skilled,none,yes,1
883,1098.0,unemployed,65.0,own,2,unemp/unskilled non res,none,yes,1
884,4057.0,4<=X<7,43.0,own,1,skilled,yes,yes,0
885,795.0,<1,53.0,own,1,skilled,none,yes,0
886,2825.0,4<=X<7,34.0,own,2,skilled,yes,yes,1
887,15672.0,1<=X<4,23.0,own,1,skilled,yes,yes,0
888,6614.0,>=7,34.0,own,2,high qualif/self emp/mgmt,yes,yes,1
889,7824.0,<1,40.0,rent,2,skilled,yes,yes,1
890,2442.0,>=7,43.0,own,4,high qualif/self emp/mgmt,yes,yes,1
891,1829.0,>=7,46.0,own,2,skilled,yes,yes,1
892,2171.0,1<=X<4,38.0,own,2,unskilled resident,none,no,1
893,5800.0,1<=X<4,34.0,own,2,skilled,yes,yes,1
894,1169.0,1<=X<4,29.0,own,2,skilled,yes,yes,1
895,8947.0,4<=X<7,31.0,own,1,high qualif/self emp/mgmt,yes,yes,1
896,2606.0,<1,28.0,rent,1,high qualif/self emp/mgmt,yes,yes,1
897,1592.0,4<=X<7,35.0,own,1,skilled,none,no,1
898,2186.0,4<=X<7,33.0,rent,1,unskilled resident,none,yes,1
899,4153.0,1<=X<4,42.0,own,1,skilled,none,yes,0
900,2625.0,>=7,43.0,rent,1,skilled,yes,yes,0
901,3485.0,<1,44.0,own,2,skilled,yes,yes,1
902,10477.0,>=7,42.0,for free,2,skilled,none,yes,1
903,1386.0,1<=X<4,40.0,rent,1,skilled,yes,yes,1
904,1278.0,>=7,36.0,own,1,high qualif/self emp/mgmt,yes,yes,1
905,1107.0,1<=X<4,20.0,rent,1,high qualif/self emp/mgmt,yes,yes,1
906,3763.0,4<=X<7,24.0,own,1,unskilled resident,none,no,1
907,3711.0,1<=X<4,27.0,own,1,skilled,none,yes,1
908,3594.0,<1,46.0,own,2,unskilled resident,none,yes,1
909,3195.0,1<=X<4,33.0,own,1,unskilled resident,none,yes,1
910,4454.0,1<=X<4,34.0,own,2,skilled,none,yes,1
911,4736.0,<1,25.0,own,1,unskilled resident,none,yes,0
912,2991.0,>=7,25.0,own,1,skilled,none,yes,1
913,2142.0,>=7,28.0,own,1,skilled,yes,yes,1
914,3161.0,1<=X<4,31.0,rent,1,skilled,yes,yes,0
915,18424.0,1<=X<4,32.0,own,1,high qualif/self emp/mgmt,yes,no,0
916,2848.0,1<=X<4,32.0,own,1,skilled,none,yes,1
917,14896.0,>=7,68.0,own,1,high qualif/self emp/mgmt,yes,yes,0
918,2359.0,unemployed,33.0,own,1,skilled,none,yes,0
919,3345.0,>=7,39.0,rent,1,high qualif/self emp/mgmt,yes,yes,0
920,1817.0,1<=X<4,28.0,own,2,skilled,none,yes,1
921,12749.0,4<=X<7,37.0,own,1,high qualif/self emp/mgmt,yes,yes,1
922,1366.0,<1,22.0,rent,1,skilled,none,yes,0
923,2002.0,4<=X<7,30.0,rent,1,skilled,yes,yes,1
924,6872.0,<1,55.0,own,1,skilled,yes,yes,0
925,697.0,<1,46.0,own,2,skilled,yes,yes,0
926,1049.0,<1,21.0,rent,1,skilled,none,yes,1
927,10297.0,4<=X<7,39.0,for free,3,skilled,yes,yes,0
928,1867.0,>=7,58.0,own,1,skilled,yes,yes,1
929,1344.0,1<=X<4,43.0,own,2,unskilled resident,none,yes,1
930,1747.0,<1,24.0,own,1,unskilled resident,none,no,1
931,1670.0,<1,22.0,own,1,skilled,yes,yes,0
932,1224.0,1<=X<4,30.0,own,2,skilled,none,yes,1
933,522.0,>=7,42.0,own,2,skilled,yes,yes,1
934,1498.0,1<=X<4,23.0,own,1,skilled,none,yes,1
935,1919.0,<1,30.0,own,2,high qualif/self emp/mgmt,none,yes,0
936,745.0,1<=X<4,28.0,own,1,unskilled resident,none,yes,0
937,2063.0,<1,30.0,rent,1,high qualif/self emp/mgmt,yes,yes,1
938,6288.0,1<=X<4,42.0,for free,1,skilled,none,yes,0
939,6842.0,1<=X<4,46.0,own,2,high qualif/self emp/mgmt,yes,yes,1
940,3527.0,<1,45.0,own,1,high qualif/self emp/mgmt,yes,yes,1
941,1546.0,1<=X<4,31.0,own,1,unskilled resident,none,no,1
942,929.0,4<=X<7,31.0,own,1,skilled,yes,yes,1
943,1455.0,4<=X<7,42.0,own,3,unskilled resident,none,yes,1
944,1845.0,<1,46.0,rent,1,skilled,none,yes,1
945,8358.0,<1,30.0,own,2,skilled,none,yes,1
946,3349.0,<1,30.0,for free,1,skilled,yes,yes,0
947,2859.0,unemployed,38.0,own,1,high qualif/self emp/mgmt,yes,yes,1
948,1533.0,<1,43.0,own,1,unskilled resident,none,yes,0
949,3621.0,>=7,31.0,own,2,skilled,none,yes,0
950,3590.0,unemployed,40.0,own,3,unemp/unskilled non res,yes,yes,1
951,2145.0,4<=X<7,24.0,own,2,skilled,yes,yes,0
952,4113.0,<1,28.0,rent,1,skilled,none,yes,0
953,10974.0,unemployed,26.0,own,2,high qualif/self emp/mgmt,yes,yes,0
954,1893.0,1<=X<4,29.0,own,1,skilled,yes,yes,1
955,1231.0,>=7,57.0,rent,2,high qualif/self emp/mgmt,yes,yes,1
956,3656.0,>=7,49.0,own,2,unskilled resident,none,yes,1
957,1154.0,>=7,37.0,own,3,unskilled resident,none,yes,1
958,4006.0,1<=X<4,45.0,own,1,unskilled resident,none,yes,0
959,3069.0,>=7,30.0,for free,1,skilled,none,yes,1
960,1740.0,>=7,30.0,rent,2,skilled,none,yes,1
961,2353.0,1<=X<4,47.0,own,2,skilled,none,yes,1
962,3556.0,1<=X<4,29.0,own,1,skilled,none,yes,1
963,2397.0,>=7,35.0,own,2,skilled,yes,yes,0
964,454.0,<1,22.0,own,1,unskilled resident,none,yes,1
965,1715.0,1<=X<4,26.0,own,1,skilled,none,yes,1
966,2520.0,1<=X<4,23.0,own,2,unskilled resident,none,yes,0
967,3568.0,>=7,54.0,rent,1,high qualif/self emp/mgmt,yes,yes,1
968,7166.0,4<=X<7,29.0,rent,1,skilled,yes,yes,1
969,3939.0,1<=X<4,40.0,own,2,unskilled resident,none,yes,1
970,1514.0,1<=X<4,22.0,own,1,skilled,none,yes,1
971,7393.0,1<=X<4,43.0,own,1,unskilled resident,none,yes,1
972,1193.0,unemployed,29.0,rent,2,unemp/unskilled non res,none,yes,0
973,7297.0,>=7,36.0,rent,1,skilled,none,yes,0
974,2831.0,1<=X<4,33.0,own,1,skilled,yes,yes,1
975,1258.0,1<=X<4,57.0,own,1,unskilled resident,none,yes,1
976,753.0,1<=X<4,64.0,own,1,skilled,none,yes,1
977,2427.0,>=7,42.0,own,2,skilled,none,yes,1
978,2538.0,>=7,47.0,own,2,unskilled resident,none,yes,0
979,1264.0,1<=X<4,25.0,rent,1,skilled,none,yes,0
980,8386.0,4<=X<7,49.0,own,1,skilled,none,yes,0
981,4844.0,unemployed,33.0,rent,1,high qualif/self emp/mgmt,yes,yes,0
982,2923.0,1<=X<4,28.0,own,1,high qualif/self emp/mgmt,yes,yes,1
983,8229.0,1<=X<4,26.0,own,1,skilled,none,yes,0
984,2028.0,4<=X<7,30.0,own,2,unskilled resident,none,yes,1
985,1433.0,1<=X<4,25.0,rent,2,skilled,none,yes,1
986,6289.0,<1,33.0,own,2,skilled,none,yes,1
987,1409.0,unemployed,64.0,own,1,skilled,none,yes,1
988,6579.0,unemployed,29.0,for free,1,high qualif/self emp/mgmt,yes,yes,1
989,1743.0,>=7,48.0,own,2,unskilled resident,none,yes,1
990,3565.0,<1,37.0,own,2,unskilled resident,none,yes,1
991,1569.0,>=7,34.0,own,1,unskilled resident,none,yes,1
992,1936.0,4<=X<7,23.0,rent,2,unskilled resident,none,yes,1
993,3959.0,unemployed,30.0,own,1,high qualif/self emp/mgmt,yes,yes,1
994,2390.0,>=7,50.0,own,1,skilled,yes,yes,1
995,1736.0,4<=X<7,31.0,own,1,unskilled resident,none,yes,1
996,3857.0,1<=X<4,40.0,own,1,high qualif/self emp/mgmt,yes,yes,1
997,804.0,>=7,38.0,own,1,skilled,none,yes,1
998,1845.0,1<=X<4,23.0,for free,1,skilled,yes,yes,0
999,4576.0,unemployed,27.0,own,1,skilled,none,yes,1
